;CL00_PV_Solar_all;CL01_PV_Solar_all;CL02_PV_Solar_all;CL03_PV_Solar_all;CL04_PV_Solar_all;CL05_PV_Solar_all;CL06_PV_Solar_all
247;0,017326695463491554;0,02003337581132696;0,01498837584572327;0,012699151894107922;0,02438875036028459;0,007063560757350807;0,016818894545365826
248;0,027373416851125043;0,05048280466535455;0,0674792101800373;0,026645772757432247;0,06096640279758625;0,029363101579226586;0,04329987696180992
249;0,04578190982211418;0,10129844831278147;0,13612979482772264;0,04763075764129791;0,085377246488337;0,06549729695010799;0,07146835770090725
250;0,07915676293083224;0,14279910951522912;0,2264075174937139;0,06652843243334441;0,12027088382438848;0,12890926382890788;0,091032971074502
251;0,12328666624335241;0,14996744753726216;0,28303631793464357;0,0913710106503682;0,13974450713643494;0,25480213546996405;0,10334704405201507
252;0,10178244058342109;0,12923924006704327;0,231011683574992;0,0912954047527461;0,11712755871036555;0,19648386362552356;0,07111343038172407
253;0,06278978655889354;0,05743300869013822;0,2236007869250909;0,05881488475316915;0,1354866588331282;0,12364217548731583;0,04011540000016903
254;0,022865469449073327;0,03240762310119879;0,10450403026827154;0,01922266046059221;0,050827158152887505;0,05648274494031054;0,01866310368508248
255;7,429440368161747e-05;0,0;0,013426323706222534;0,0;0,0;0,0;0,0
256;0,0;0,0;0,0;0,0;0,0;0,0;0,0
257;0,0;0,0;0,0;0,0;0,0;0,0;0,0
258;0,0;0,0;0,0;0,0;0,0;0,0;0,0
259;0,0;0,0;0,0;0,0;0,0;0,0;0,0
260;0,0;0,0;0,0;0,0;0,0;0,0;0,0
261;0,0;0,0;0,0;0,0;0,0;0,0;0,0
262;0,0;0,0;0,0;0,0;0,0;0,0;0,0
263;0,0;0,0;0,0;0,0;0,0;0,0;0,0
264;0,0;0,0;0,0;0,0;0,0;0,0;0,0
265;0,0;0,0;0,0;0,0;0,0;0,0;0,0
266;0,0;0,0;0,0;0,0;0,0;0,0;0,0
267;0,0;0,0;0,0;0,0;0,0;0,0;0,0
268;0,0;0,0;0,0;0,0;0,0;0,0;0,0
269;0,0;0,0;0,0;0,0;0,0;0,0;0,0
270;0,0;0,0;0,0;0,0;0,0;0,0;0,0
271;0,07856123452848232;0,07600522517714232;0,028457614832586308;0,07550394953534809;0,039376668812151364;0,017545434083494092;0,04918179002190712
272;0,18839751066703786;0,17290173130712208;0,11752861460214667;0,18897496990245657;0,1108295757039588;0,06363478042450886;0,12960154670601975
273;0,23997870577918293;0,21167259315062575;0,24850976872911124;0,2679334983512996;0,1780342410051755;0,1202867788905943;0,21322058126149968
274;0,2208339636893578;0,2358093134374767;0,3190249740558815;0,25193315298058006;0,21486057814548698;0,1672851785726097;0,2666584868012126
275;0,15053655223732512;0,23241267408675984;0,346177673961119;0,17703170837530338;0,17851834445830236;0,15038919429025463;0,21225667299729428
276;0,09561438012177928;0,1972707455687979;0,3483055209053735;0,08782420196722637;0,12025323926354455;0,13586570890507543;0,11686034389553135
277;0,06687734655772712;0,14222918461644973;0,2567308296988654;0,05655664100126901;0,0884227225456881;0,09559939189264169;0,05336679549244319
278;0,036985935378078136;0,06550733290960165;0,13775347841025307;0,02753945494082562;0,03627550145275793;0,037627791135947435;0,025174153372426764
279;0,00023711522733337013;0,0;0,025078519391562155;0,0;0,0;0,00039065293270545737;0,0
280;0,0;0,0;0,0;0,0;0,0;0,0;0,0
281;0,0;0,0;0,0;0,0;0,0;0,0;0,0
282;0,0;0,0;0,0;0,0;0,0;0,0;0,0
283;0,0;0,0;0,0;0,0;0,0;0,0;0,0
284;0,0;0,0;0,0;0,0;0,0;0,0;0,0
285;0,0;0,0;0,0;0,0;0,0;0,0;0,0
286;0,0;0,0;0,0;0,0;0,0;0,0;0,0
287;0,0;0,0;0,0;0,0;0,0;0,0;0,0
288;0,0;0,0;0,0;0,0;0,0;0,0;0,0
289;0,0;0,0;0,0;0,0;0,0;0,0;0,0
290;0,0;0,0;0,0;0,0;0,0;0,0;0,0
291;0,0;0,0;0,0;0,0;0,0;0,0;0,0
292;0,0;0,0;0,0;0,0;0,0;0,0;0,0
293;0,0;0,0;0,0;0,0;0,0;0,0;0,0
294;0,0;0,0;0,0;0,0;0,0;0,0;0,0
295;0,09289479048645753;0,08932382163028786;0,04787982216679674;0,0938488064226225;0,07188663144320184;0,059322334140055784;0,08268973272493552
