;CL00_WindOn_2015_all;CL01_WindOn_2015_all;CL02_WindOn_2015_all;CL03_WindOn_2015_all;CL04_WindOn_2015_all;CL05_WindOn_2015_all;CL06_WindOn_2015_all
237;1,0;0,8547893375158311;0,9;0,24184401631355287;0,0;1,0;1,0
238;1,0;0,8562823683023454;0,9;0,24609146118164063;0,9;1,0;1,0
239;1,0;0,8587676942348481;1,0;0,264864182472229;1,0;1,0;1,0
240;1,0;0,8589726179838181;1,0;0,2735612392425537;1,0;1,0;1,0
241;0,9184299230575561;0,7305231750011445;1,0;0,2757091879844666;1,0;1,0;0,9955835044384003
242;0,6646773457527161;0,5249171316623689;1,0;0,2547046482563019;1,0;0,8178860723972321;0,8270102381706238
243;0,3169172823429108;0,27911064550280573;1,0;0,21482177376747133;0,9225816547870636;0,37884350121021265;0,6688868522644044
244;0,12499451860785485;0,1395798295736313;0,9759965181350709;0,13394343256950378;0,6575837790966034;0,22386698424816132;0,6171992361545562
245;0,07329432815313339;0,09227692484855653;0,9500566244125367;0,08801670894026757;0,4042637437582016;0,18281154856085777;0,3676820248365403
246;0,05028739348053932;0,07639682888984681;0,7878450632095337;0,059914687275886544;0,3805331319570542;0,21448535546660424;0,14189605861902238
