Name;Fueltype;Technology;Set;Country;inst-cap;Duration;YearCommissioned;Retrofit;Latitude;Longitude;File;projectID;Type
Fl;Hard Coal;CCGT;CHP;Germany;89,0;0,0;1985,0;1992,0;54,80495;9,43244;;{u'OPSD': [u'BNA0272', u'BNA0270', u'BNA0271'], u'CARMA': [u'CARMA13570']};Coal
Fertimolina;Natural Gas;NaN;PP;Spain;10,0;0,0;2000,0;2000,0;40,843575;-1,887616;SEDE;{u'OPSD': [u'OEU3059'], u'CARMA': [u'CARMA13354']};Gas
Ganados fompedraza;Natural Gas;NaN;PP;Spain;4,074;0,0;;;41,535408;-4,1448269999999985;SEDE;{u'OPSD': [u'OEU2646'], u'CARMA': [u'CARMA13660']};Gas
Erica;Natural Gas;NaN;PP;Netherlands;63,0;0,0;;;52,69631999999999;6,914110000000001;Tennet_Q4;{u'OPSD': [u'OEU39'], u'CARMA': [u'CARMA12616', u'CARMA12626']};Gas
Erlangen;Hard Coal;Steam Turbine;CHP;Germany;17,4;0,0;1980,0;1980,0;49,59283;11,00148;;{u'OPSD': [u'BNA0261b'], u'CARMA': [u'CARMA12638']};Coal
Escandella;Natural Gas;NaN;PP;Spain;6,51;0,0;;;38,440029;-0,638361;SEDE;{u'OPSD': [u'OEU2350'], u'CARMA': [u'CARMA23692']};Gas
Euroatomizado turbina;Natural Gas;NaN;PP;Spain;14,970999999999998;0,0;2000,0;2000,0;39,96666670000001;-0,25;SEDE;{u'OPSD': [u'OEU2363', u'OEU3043'], u'CARMA': [u'CARMA12880']};Gas
Relcamp;Natural Gas;NaN;PP;Spain;3,68;0,0;;;41,607966242103;2,2877311706543;SEDE;{u'OPSD': [u'OEU2486'], u'CARMA': [u'CARMA14971']};Gas
Girasol;Natural Gas;NaN;PP;Spain;9,99;0,0;2006,0;2006,0;;;SEDE;{u'OPSD': [u'OEU2937'], u'CARMA': [u'CARMA15145']};Gas
Gomez ulla;Natural Gas;NaN;PP;Spain;5,8144;0,0;2003,0;2003,0;40,41650209415021;-3,70256423950195;SEDE;{u'OPSD': [u'OEU2475'], u'CARMA': [u'CARMA63287']};Gas
Gonzalez carreno;Natural Gas;NaN;PP;Spain;5,5;0,0;1999,0;1999,0;;;SEDE;{u'OPSD': [u'OEU1748'], u'CARMA': [u'CARMA15465']};Gas
Gera nord;Natural Gas;Steam Turbine;CHP;Germany;74,0;0,0;1996,0;1996,0;50,9076;12,06102;;{u'OPSD': [u'BNA0343'], u'CARMA': [u'CARMA58847']};Gas
Industriepark werk gendorf;Natural Gas;Steam Turbine;PP;Germany;62,0;0,0;2002,0;2002,0;48,17679;12,73056;;{u'OPSD': [u'BNA0174'], u'CARMA': [u'CARMA14877']};Gas
Heizkraftwerke an der friedensbrücke;Natural Gas;CCGT;CHP;Germany;122,0;0,0;1971,0;2009,0;49,800041;9,923136;;{u'OPSD': [u'BNA1085', u'BNA1086', u'BNA1088', u'BNA1087'], u'CARMA': [u'CARMA14130']};Gas
Fulda;Oil;Steam Turbine;PP;Germany;24,8;0,0;2011,0;2011,0;50,56636;9,68614;;{u'OPSD': [u'BNA0318'], u'CARMA': [u'CARMA14305']};OilOther
Garcia baquero;Natural Gas;NaN;PP;Spain;9,0;0,0;;;39,390106336269;-3,20826530456543;SEDE;{u'OPSD': [u'OEU2747'], u'CARMA': [u'CARMA14626']};Gas
Garona verda;Natural Gas;NaN;PP;Spain;14,95;0,0;1999,0;1999,0;42,810764;0,710496;SEDE;{u'OPSD': [u'OEU2980'], u'CARMA': [u'CARMA14673']};Gas
Erfurt ost;Natural Gas;CCGT;CHP;Germany;109,1;0,0;2000,0;2014,0;50,989612;11,027635;;{u'OPSD': [u'BNA0256b', u'BNA0256a'], u'CARMA': [u'CARMA12609']};Gas
Iderhoffstraße;Natural Gas;Steam Turbine;CHP;Germany;11,0;0,0;1996,0;1996,0;50,978567;11,05158;;{u'OPSD': [u'BNA0255'], u'CARMA': [u'CARMA12608']};Gas
Dessau;Lignite;Steam Turbine;PP;Germany;49,0;0,0;1996,0;1996,0;51,82685;12,23003;;{u'OPSD': [u'BNA0194'], u'CARMA': [u'CARMA10629']};Lignite
Cuijk;Hard Coal;Steam Turbine;PP;Netherlands;25,0;0,0;;;51,75381;5,8528;Tennet_Q4;{u'OPSD': [u'OEU6'], u'CARMA': [u'CARMA9816']};Coal
Damhead creek;Natural Gas;CCGT;PP;United Kingdom;805,0;0,0;2000,0;2000,0;51,425215;0,601233;GOV;{u'OPSD': [u'OEU5334'], u'CARMA': [u'CARMA10134']};Gas
Dapsa;Natural Gas;NaN;PP;Spain;3,06;0,0;2000,0;2000,0;37,337906;-5,839506;SEDE;{u'OPSD': [u'OEU1768'], u'CARMA': [u'CARMA10197']};Gas
Deeside;Natural Gas;CCGT;PP;United Kingdom;515,0;0,0;1994,0;1994,0;53,233273;-3,0534950000000003;GOV;{u'OPSD': [u'OEU5163'], u'CARMA': [u'CARMA10450']};Gas
Deuben;Lignite;Steam Turbine;PP;Germany;67,0;0,0;1936,0;1936,0;51,11187;12,07617;;{u'OPSD': [u'BNA0196'], u'CARMA': [u'CARMA10651']};Lignite
Fabrica piensos cuarte;Natural Gas;NaN;PP;Spain;3,24;0,0;1999,0;1999,0;42,11766;-0,470792;SEDE;{u'OPSD': [u'OEU3311'], u'CARMA': [u'CARMA9783']};Gas
Confirel;Oil;CCGT;PP;Spain;5,95;0,0;2013,0;2013,0;42,1989255409742;2,6995253562927206;SEDE;{u'OPSD': [u'OEU3230'], u'CARMA': [u'CARMA23667', u'CARMA9226']};OilOther
Connahs quay;Natural Gas;CCGT;PP;United Kingdom;1380,0;0,0;1996,0;1996,0;53,231501;-3,081939;GOV;{u'OPSD': [u'OEU5348'], u'CARMA': [u'CARMA9239']};Gas
Compania asturiana arcillas;Natural Gas;NaN;PP;Spain;3,33;0,0;;;41,6166667;0,6166666999999999;SEDE;{u'OPSD': [u'OEU2541'], u'CARMA': [u'CARMA60019']};Gas
Corby;Natural Gas;CCGT;PP;United Kingdom;401,0;0,0;1993,0;1993,0;52,51080500000001;-0,681333;GOV;{u'OPSD': [u'OEU5147'], u'CARMA': [u'CARMA9335', u'CARMA9336']};Gas
Complejo industrial coruna;Natural Gas;NaN;PP;Spain;94,16;0,0;2001,0;2001,0;43,347769;-8,452850999999999;SEDE;{u'OPSD': [u'OEU5058'], u'CARMA': [u'CARMA23671']};Gas
Coryton;Natural Gas;CCGT;PP;United Kingdom;800,0;0,0;2001,0;2001,0;51,512381;0,507262;GOV;{u'OPSD': [u'OEU5198'], u'CARMA': [u'CARMA9468']};Gas
Cottam development centre;Natural Gas;CCGT;PP;United Kingdom;395,0;0,0;1999,0;1999,0;53,303711;-0,778882;GOV;{u'OPSD': [u'OEU5349'], u'CARMA': [u'CARMA9524']};Gas
Cottbus;Lignite;Steam Turbine;CHP;Germany;74,0;0,0;1999,0;1999,0;51,76017;14,37004;;{u'OPSD': [u'BNA0183'], u'CARMA': [u'CARMA9525']};Lignite
Nuestra senora covadonga;Natural Gas;NaN;PP;Spain;6,06;0,0;;;43,3081917989489;-5,05491256713867;SEDE;{u'OPSD': [u'OEU2761'], u'CARMA': [u'CARMA9557']};Gas
Crevillentina aie;Oil;NaN;PP;Spain;9,293;0,0;1998,0;1998,0;38,249945;-0,8097479999999999;SEDE;{u'OPSD': [u'OEU3156'], u'CARMA': [u'CARMA59591']};OilOther
Nueva electricidad;Natural Gas;NaN;PP;Spain;3,03;0,0;1998,0;1998,0;40,41650209415021;-3,70256423950195;SEDE;{u'OPSD': [u'OEU3436'], u'CARMA': [u'CARMA12252']};Gas
Eltmann;Natural Gas;Steam Turbine;CHP;Germany;57,0;0,0;2008,0;2008,0;49,984;10,65137;;{u'OPSD': [u'BNA0243'], u'CARMA': [u'CARMA12362']};Gas
Embalajes cajas;Natural Gas;NaN;PP;Spain;3,0;0,0;2000,0;2000,0;41,3333333;2,1;SEDE;{u'OPSD': [u'OEU3048'], u'CARMA': [u'CARMA12378']};Gas
Emden;Natural Gas;OCGT;PP;Germany;52,0;0,0;1973,0;1973,0;53,34217;7,206239999999998;;{u'OPSD': [u'BNA0245a'], u'CARMA': [u'CARMA12389']};Gas
Eneralco;Natural Gas;NaN;PP;Spain;8,88;0,0;;;39,12917;-3,092467;SEDE;{u'OPSD': [u'OEU2524'], u'CARMA': [u'CARMA12466']};Gas
Enercrisa;Natural Gas;NaN;PP;Spain;19,686;0,0;2009,0;2009,0;;;SEDE;{u'OPSD': [u'OEU2227'], u'CARMA': [u'CARMA12467']};Gas
Enfield;Natural Gas;CCGT;PP;United Kingdom;408,0;0,0;1999,0;1999,0;51,662651;-0,02235;GOV;{u'OPSD': [u'OEU5350'], u'CARMA': [u'CARMA12478', u'CARMA12477']};Gas
Engeweiher;Hydro;Pumped Storage With Natural Inflow;Store;Switzerland;5,0;0,0;1993,0;1993,0;47,6934840779;8,6304355531;;{u'OPSD': [u'OEU439'], u'CARMA': [u'CARMA12482']};PumSt
Elberfeld;Hard Coal;Steam Turbine;CHP;Germany;85,0;0,0;1989,0;1989,0;51,24835;7,11874;;{u'OPSD': [u'BNA1084'], u'CARMA': [u'CARMA12224']};Coal
Dortmund;Natural Gas;Steam Turbine;PP;Germany;26,0;0,0;2004,0;2004,0;51,51973;7,47697;;{u'OPSD': [u'BNA0202'], u'CARMA': [u'CARMA10467']};Gas
Dungeness;Nuclear;Steam Turbine;PP;United Kingdom;1050,0;0,0;1983,0;1983,0;50,913842;0,959699;GOV;{u'OPSD': [u'OEU5131'], u'CARMA': [u'CARMA11468']};Nuclear
Mt düren;Natural Gas;Steam Turbine;PP;Germany;14,0;0,0;2011,0;2011,0;50,77284;6,49003;;{u'OPSD': [u'BNA1131'], u'CARMA': [u'CARMA11510']};Gas
Carbonifera ebro ampliada;Natural Gas;NaN;PP;Spain;1,5;0,0;1999,0;1999,0;41,571567;-0,741276;SEDE;{u'OPSD': [u'OEU2040'], u'CARMA': [u'CARMA37428']};Gas
Eggborough;Hard Coal;NaN;PP;United Kingdom;1960,0;0,0;1967,0;1967,0;53,712738;-1,125744;GOV;{u'OPSD': [u'OEU5162'], u'CARMA': [u'CARMA11869']};Coal
Inacsa;Natural Gas;OCGT;PP;Spain;5,245;0,0;1991,0;1991,0;;;SEDE;{u'OPSD': [u'OEU2958'], u'CARMA': [u'CARMA11908']};Gas
Göttingen;Natural Gas;Steam Turbine;CHP;Germany;18,8;0,0;1998,0;1998,0;51,55337;9,93374;;{u'OPSD': [u'BNA0354'], u'CARMA': [u'CARMA17945']};Gas
Colortex;Natural Gas;NaN;PP;Spain;12,68;0,0;;;38,8166667;-0,6166666999999999;SEDE;{u'OPSD': [u'OEU1484'], u'CARMA': [u'CARMA9104']};Gas
Karcherstr.;Hard Coal;Steam Turbine;CHP;Germany;13,4;0,0;1996,0;1996,0;49,43461;7,75824;;{u'OPSD': [u'BNA0510b'], u'CARMA': [u'CARMA21290']};Coal
Keadby;Natural Gas;CCGT;PP;United Kingdom;710,0;0,0;1994,0;1994,0;53,594692;-0,749312;GOV;{u'OPSD': [u'OEU5312'], u'CARMA': [u'CARMA21668']};Gas
Jena;Natural Gas;CCGT;CHP;Germany;182,0;0,0;1996,0;1996,0;50,896881;11,585703;;{u'OPSD': [u'BNA0504'], u'CARMA': [u'CARMA20218']};Gas
Joutseno;Other;NaN;PP;Finland;3,9;0,0;;;61,13061800000001;28,45412;EnergyAuthority;{u'OPSD': [u'OEU1214'], u'CARMA': [u'CARMA20563']};OilOther
Jouttikallio;Oil;NaN;PP;Finland;3,1;0,0;;;;;EnergyAuthority;{u'OPSD': [u'OEU1215'], u'CARMA': [u'CARMA20565']};OilOther
Krefeld;Natural Gas;Steam Turbine;CHP;Germany;12,6;0,0;2013,0;2013,0;51,3387609;6,5853417;;{u'OPSD': [u'BNA1502'], u'CARMA': [u'CARMA23065']};Gas
Amylum;Natural Gas;NaN;PP;Netherlands;7,0;0,0;;;52,46552;4,81361;Tennet_Q1;{u'OPSD': [u'OEU4'], u'CARMA': [u'CARMA22791']};Gas
K&n pfk ag ev;Natural Gas;CCGT;PP;Germany;12,8;0,0;1993,0;1993,0;51,05135;13,01661;;{u'OPSD': [u'BNA1329'], u'CARMA': [u'CARMA23092']};Gas
Kirchmöser;Natural Gas;CCGT;PP;Germany;160,0;0,0;1994,0;1994,0;52,394167;12,418056;;{u'OPSD': [u'BNA0130'], u'CARMA': [u'CARMA22273']};Gas
Kerava;Natural Gas;NaN;PP;Finland;3,7;0,0;;;60,4033834667719;25,1050043106079;EnergyAuthority;{u'OPSD': [u'OEU1246'], u'CARMA': [u'CARMA21839']};Gas
Kirchlengern;Natural Gas;CCGT;PP;Germany;201,5;0,0;1980,0;1980,0;52,19507;8,6482;;{u'OPSD': [u'BNA0531'], u'CARMA': [u'CARMA22270']};Gas
Kirkniemi;Natural Gas;NaN;PP;Finland;128,0;0,0;;;60,190917000000006;23,943651000000006;EnergyAuthority;{u'OPSD': [u'OEU1252'], u'CARMA': [u'CARMA22292']};Gas
Knapton;Natural Gas;NaN;PP;United Kingdom;40,0;0,0;1994,0;1994,0;54,181097;-0,641951;GOV;{u'OPSD': [u'OEU5347'], u'CARMA': [u'CARMA22513']};Gas
Kirkwall;Oil;NaN;PP;United Kingdom;16,0;0,0;1953,0;1953,0;58,982347;-2,964408;GOV;{u'OPSD': [u'OEU5288'], u'CARMA': [u'CARMA22296']};OilOther
Klazi;Natural Gas;NaN;PP;Netherlands;63,0;0,0;;;52,73792;7,01368;Tennet_Q2;{u'OPSD': [u'OEU49'], u'CARMA': [u'CARMA22435', u'CARMA22434']};Gas
Kwkk heidelberg;Natural Gas;Steam Turbine;PP;Germany;13,5;0,0;2002,0;2002,0;49,42158;8,672839999999999;;{u'OPSD': [u'BNA1151'], u'CARMA': [u'CARMA47064']};Gas
Halle trotha;Natural Gas;CCGT;CHP;Germany;151,0;0,0;2005,0;2013,0;51,502245;11,95382;;{u'OPSD': [u'BNA0392a', u'BNA0392b'], u'CARMA': [u'CARMA16608']};Gas
Hämeenlinna;Natural Gas;NaN;PP;Finland;65,0;0,0;;;60,97516;24,505535;EnergyAuthority;{u'OPSD': [u'OEU1202'], u'CARMA': [u'CARMA16696']};Gas
Happurg;Hydro;Pumped Storage;Store;Germany;160,0;0,0;1958,0;1958,0;49,48712;11,47479;;{u'OPSD': [u'BNA0422'], u'CARMA': [u'CARMA16848']};PumSt
Harjavalta;Oil;NaN;PP;Finland;6,3;0,0;;;61,337963;22,114236;EnergyAuthority;{u'OPSD': [u'OEU1188'], u'CARMA': [u'CARMA16932']};OilOther
Hartlepool;Nuclear;Steam Turbine;PP;United Kingdom;1180,0;0,0;1984,0;1984,0;54,635479;-1,181119;GOV;{u'OPSD': [u'OEU5132'], u'CARMA': [u'CARMA17015']};Nuclear
Hastedt;Hard Coal;Steam Turbine;CHP;Germany;119,0;0,0;2014,0;2014,0;53,060080000000006;8,873280000000003;;{u'OPSD': [u'BNA0144'], u'CARMA': [u'CARMA17086']};Coal
Hafen;Natural Gas;CCGT;CHP;Germany;100,2;0,0;2005,0;2005,0;51,950086;7,641275999999999;;{u'OPSD': [u'BNA0685'], u'CARMA': [u'CARMA16475']};Gas
Hausham;Oil;OCGT;PP;Germany;92,8;0,0;1982,0;1982,0;47,75239600000001;11,839802;;{u'OPSD': [u'BNA0428', u'BNA0429', u'BNA0427', u'BNA0430'], u'CARMA': [u'CARMA17145']};OilOther
Ihkw heidenheim;Natural Gas;Steam Turbine;CHP;Germany;18,9;0,0;2014,0;2014,0;48,670061;10,150584;;{u'OPSD': [u'BNA1292b'], u'CARMA': [u'CARMA17326']};Gas
Helmshäger berg;Natural Gas;OCGT;CHP;Germany;14,7;0,0;1996,0;1996,0;54,07039;13,39886;;{u'OPSD': [u'BNA0360'], u'CARMA': [u'CARMA17415']};Gas
Itzehoe;Oil;Steam Turbine;PP;Germany;88,0;0,0;1972,0;1972,0;53,966422;9,449486;;{u'OPSD': [u'BNA0759'], u'CARMA': [u'CARMA19785']};OilOther
Grain;Oil;NaN;PP;United Kingdom;56,0;0,0;1978,0;1978,0;51,445227;0,715005;GOV;{u'OPSD': [u'OEU5353'], u'CARMA': [u'CARMA15651', u'CARMA15652']};OilOther
Great yarmouth;Natural Gas;CCGT;PP;United Kingdom;420,0;0,0;2001,0;2001,0;52,584075;1,7336470000000002;GOV;{u'OPSD': [u'OEU5212'], u'CARMA': [u'CARMA15806']};Gas
Pilkington greengate *;Natural Gas;NaN;PP;United Kingdom;10,0;0,0;1998,0;1998,0;53,442988;-2,739958;GOV;{u'OPSD': [u'OEU5337'], u'CARMA': [u'CARMA15859']};Gas
Grenzach wyhlen;Natural Gas;Steam Turbine;PP;Germany;40,0;0,0;2004,0;2004,0;47,53971;7,706923;;{u'OPSD': [u'BNA0361'], u'CARMA': [u'CARMA15898']};Gas
Sepiolsa;Natural Gas;NaN;PP;Spain;5,2;0,0;1996,0;1996,0;40,6333333;-3,1666667;SEDE;{u'OPSD': [u'OEU2814'], u'CARMA': [u'CARMA16115']};Gas
Aceitera guadalquivir;Natural Gas;NaN;PP;Spain;16,352999999999998;0,0;;;37,382408;-5,976133;SEDE;{u'OPSD': [u'OEU1651', u'OEU2548'], u'CARMA': [u'CARMA16122']};Gas
Guissona lerida;Oil;NaN;PP;Spain;6,88;0,0;;;41,7833333;1,3;SEDE;{u'OPSD': [u'OEU1807'], u'CARMA': [u'CARMA16251']};OilOther
Heysham;Nuclear;Steam Turbine;PP;United Kingdom;2385,0;0,0;1984,0;1988,0;54,029263;-2,915381;GOV;{u'OPSD': [u'OEU5133', u'OEU5134'], u'CARMA': [u'CARMA17617']};Nuclear
Ikaalinen;Natural Gas;NaN;PP;Finland;6,0;0,0;;;61,769509711854894;23,0657958984375;EnergyAuthority;{u'OPSD': [u'OEU1204'], u'CARMA': [u'CARMA19138']};Gas
Indian queens;Oil;NaN;PP;United Kingdom;140,0;0,0;1996,0;1996,0;50,395019;-4,899173;GOV;{u'OPSD': [u'OEU5165'], u'CARMA': [u'CARMA19320']};OilOther
Industrias losan;Natural Gas;NaN;PP;Spain;39,492;0,0;;;43,0833333;-8,0666667;SEDE;{u'OPSD': [u'OEU1623', u'OEU2525', u'OEU2722'], u'CARMA': [u'CARMA19363']};Gas
Patuel intecsa;Natural Gas;NaN;PP;Spain;3,0;0,0;;;43,2956835339868;-5,68415880203247;SEDE;{u'OPSD': [u'OEU2640'], u'CARMA': [u'CARMA19530']};Gas
Hunterston;Nuclear;Steam Turbine;PP;United Kingdom;965,0;0,0;1976,0;1976,0;55,722772;-4,891078;GOV;{u'OPSD': [u'OEU5136'], u'CARMA': [u'CARMA18858']};Nuclear
Humboldtstr.;Natural Gas;Steam Turbine;CHP;Germany;21,5;0,0;2005,0;2005,0;54,327536;10,12674;;{u'OPSD': [u'BNA0527'], u'CARMA': [u'CARMA18821']};Gas
Hilaturas miel;Oil;NaN;PP;Spain;6,32;0,0;;;38,4158039601567;-0,445289611816406;SEDE;{u'OPSD': [u'OEU1737'], u'CARMA': [u'CARMA59581']};OilOther
Hiltrop;Natural Gas;Steam Turbine;CHP;Germany;44,0;0,0;2014,0;2014,0;51,50795;7,25029;;{u'OPSD': [u'BNA0111'], u'CARMA': [u'CARMA17787']};Gas
Hinkley point;Nuclear;Steam Turbine;PP;United Kingdom;955,0;0,0;1976,0;1976,0;51,207959;-3,130173;GOV;{u'OPSD': [u'OEU5135'], u'CARMA': [u'CARMA17818']};Nuclear
Hintermuhr;Hydro;Pumped Storage;Store;Austria;36,0;0,0;1991,0;1991,0;47,799405643506404;13,0439901351929;https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke;{u'OPSD': [u'OEU5830'], u'CARMA': [u'CARMA17832']};PumSt
Peninsular;Natural Gas;NaN;PP;Spain;5,5;0,0;;;40,28418900000001;-3,794147;SEDE;{u'OPSD': [u'OEU3354'], u'CARMA': [u'CARMA63249']};Gas
Alabe colsa;Natural Gas;NaN;PP;Spain;3,34;0,0;1999,0;1999,0;39,5;-0,4333333;SEDE;{u'OPSD': [u'OEU1658'], u'CARMA': [u'CARMA9109']};Gas
Maier s. coop;Natural Gas;NaN;PP;Spain;5,432;0,0;;;41,93012373350471;2,2548580169677703;SEDE;{u'OPSD': [u'OEU2245'], u'CARMA': [u'CARMA9088']};Gas
Alqueria;Natural Gas;NaN;PP;Spain;4,48;0,0;;;;;SEDE;{u'OPSD': [u'OEU1672'], u'CARMA': [u'CARMA1090']};Gas
Antrel;Oil;NaN;PP;Spain;6,5120000000000005;0,0;;;;;SEDE;{u'OPSD': [u'OEU2400'], u'CARMA': [u'CARMA1559']};OilOther
Salica;Oil;NaN;PP;Spain;5,43;0,0;;;41,05;-0,1333333;SEDE;{u'OPSD': [u'OEU1634'], u'CARMA': [u'CARMA860']};OilOther
Alavesa;Natural Gas;NaN;PP;Spain;7,017;0,0;2008,0;2008,0;;;SEDE;{u'OPSD': [u'OEU2728'], u'CARMA': [u'CARMA807']};Gas
Oxagesa;Natural Gas;NaN;PP;Spain;6,27;0,0;;;41,05;-0,1333333;SEDE;{u'OPSD': [u'OEU2297'], u'CARMA': [u'CARMA59995']};Gas
Atomizadas alcora amizalsa;Natural Gas;NaN;PP;Spain;6,908;0,0;;;41,719439907550296;0,11715888977050802;SEDE;{u'OPSD': [u'OEU2689'], u'CARMA': [u'CARMA870']};Gas
Atomcer;Natural Gas;NaN;PP;Spain;9,75;0,0;2013,0;2013,0;40,0666667;-0,2;SEDE;{u'OPSD': [u'OEU3280'], u'CARMA': [u'CARMA874', u'CARMA875']};Gas
Cotasa;Natural Gas;NaN;PP;Spain;14,071;0,0;;;40,0666667;-0,2;SEDE;{u'OPSD': [u'OEU2745'], u'CARMA': [u'CARMA877']};Gas
Saloni;Natural Gas;NaN;PP;Spain;9,45;0,0;;;40,059904;-0,13691;SEDE;{u'OPSD': [u'OEU2625', u'OEU3154'], u'CARMA': [u'CARMA876']};Gas
Alier;Natural Gas;NaN;PP;Spain;23,4;0,0;1998,0;1998,0;40,674107;-0,703331;SEDE;{u'OPSD': [u'OEU2441'], u'CARMA': [u'CARMA964']};Gas
Audorf;Oil;Steam Turbine;PP;Germany;87,0;0,0;1973,0;1973,0;54,290672;9,722775;;{u'OPSD': [u'BNA0766'], u'CARMA': [u'CARMA2514']};OilOther
Anoia;Natural Gas;NaN;PP;Spain;13,805;0,0;1997,0;1997,0;37,209938;-7,402661;SEDE;{u'OPSD': [u'OEU1534'], u'CARMA': [u'CARMA2685']};Gas
Baglan bay ocgt;Natural Gas;CCGT;PP;United Kingdom;552,3;0,0;2002,0;2002,0;51,615507;-3,834601;GOV;{u'OPSD': [u'OEU5204', u'OEU5207'], u'CARMA': [u'CARMA2847']};Gas
Arenas munorredondo;Natural Gas;NaN;PP;Spain;2,716;0,0;2000,0;2000,0;37,542203;-5,082599;SEDE;{u'OPSD': [u'OEU3501'], u'CARMA': [u'CARMA24528']};Gas
Baneres;Oil;NaN;PP;Spain;5,4;0,0;;;38,71666670000001;-0,5333333;SEDE;{u'OPSD': [u'OEU2693'], u'CARMA': [u'CARMA59580']};OilOther
Arnish;Oil;NaN;PP;United Kingdom;10,0;0,0;2001,0;2001,0;57,45;-6,0333333;GOV;{u'OPSD': [u'OEU5285'], u'CARMA': [u'CARMA2080']};OilOther
Arnau vilanova;Oil;NaN;PP;Spain;1,09;0,0;;;;;SEDE;{u'OPSD': [u'OEU3716'], u'CARMA': [u'CARMA18472']};OilOther
Sabondel;Natural Gas;NaN;PP;Spain;3,73;0,0;1999,0;1999,0;43,3048190370917;-8,507494926452638;SEDE;{u'OPSD': [u'OEU2114'], u'CARMA': [u'CARMA2145', u'CARMA64420']};Gas
Aserpal;Natural Gas;NaN;PP;Spain;6,664;0,0;;;43,0833333;-8,0666667;SEDE;{u'OPSD': [u'OEU2898'], u'CARMA': [u'CARMA2263']};Gas
Kilroot ocgt;Oil;OCGT;PP;United Kingdom;142,0;0,0;1981,0;1981,0;54,725074;-5,767628;GOV;{u'OPSD': [u'OEU5130'], u'GEO': [u'GEO44586']};OilOther
Didcot;Natural Gas;CCGT;PP;United Kingdom;1470,0;0,0;1998,0;1998,0;51,624573;-1,26646;GOV;{u'OPSD': [u'OEU5211'], u'GEO': [u'GEO2929']};Gas
Maxima fl;Natural Gas;CCGT;PP;Netherlands;872,0;0,0;;;52,57753;5,52959;Tennet_Q4;{u'OPSD': [u'OEU59', u'OEU60'], u'GEO': [u'GEO44501']};Gas
Hemweg hw;Natural Gas;CCGT;PP;Netherlands;1017,0;0,0;;;52,40537;4,84482;Tennet_Q1;{u'OPSD': [u'OEU14', u'OEU16'], u'GEO': [u'GEO44505']};Gas
Ctcc as pontes;Natural Gas;CCGT;PP;Spain;855,67;0,0;2008,0;2008,0;43,444418;-7,864333999999999;SEDE;{u'OPSD': [u'OEU5104'], u'GEO': [u'GEO43803']};Gas
Puerto barcelona;Natural Gas;CCGT;PP;Spain;866,3;0,0;2010,0;2010,0;41,336825;2,158958;SEDE;{u'OPSD': [u'OEU5112', u'OEU5113'], u'GEO': [u'GEO43761']};Gas
Bahia algeciras;Natural Gas;CCGT;PP;Spain;2372,072;0,0;1970,0;2009,0;36,182706;-5,38973;SEDE;{u'OPSD': [u'OEU4586', u'OEU4587', u'OEU5117', u'OEU5110'], u'GEO': [u'GEO43798']};Gas
Aberthaw;Oil;NaN;PP;United Kingdom;51,0;0,0;1971,0;1971,0;51,38747100000001;-3,406652;Department for Business Energy & Industrial Strategy, GOV;{u'GPD': [u'GPD14629'], u'OPSD': [u'OEU5217']};OilOther
Escombreras;Oil;NaN;PP;Spain;537,28;0,0;1966,0;1968,0;37,571278;-0,945118;Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13221'], u'OPSD': [u'OEU4555', u'OEU4556']};OilOther
Guipuzcoana zicunaga;Natural Gas;NaN;PP;Spain;59,918;0,0;2008,0;2008,0;43,257263;-1,967881;Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13554'], u'OPSD': [u'OEU3389', u'OEU1693']};Gas
Salzburg nord;Natural Gas;Steam Turbine;CHP;Austria;13,5;0,0;1994,0;1994,0;47,82744;13,03398;https://www.salzburg-ag.at/herkunft/unsere-kraftwerke/heizkraftwerk-salzburg-nord-2611/;{u'OPSD': [u'OEU5695'], u'GEO': [u'GEO45180']};Gas
Severn;Natural Gas;CCGT;PP;United Kingdom;850,0;0,0;2010,0;2010,0;51,549042;-2,9733810000000003;GOV;{u'OPSD': [u'OEU5205'], u'GEO': [u'GEO44587']};Gas
Moorburg;Hard Coal;Steam Turbine;CHP;Germany;1600,0;0,0;2015,0;2015,0;53,486245;9,953149;;{u'OPSD': [u'BNA1673', u'BNA1558'], u'ENTSOE': [u'11WD8MOOR1C----G']};Coal
Mvl rotterdam;Hard Coal;Steam Turbine;PP;Netherlands;731,0;0,0;;;51,94496;4,06767;Tennet_Q1;{u'OPSD': [u'OEU54'], u'ENTSOE': [u'49W000000000078J']};Coal
Duisburg ruhrort;Other;Steam Turbine;PP;Germany;325,0;0,0;1955,0;1968,0;51,45967299999999;6,730574000000002;;{u'OPSD': [u'BNA0219', u'BNA0217', u'BNA0218'], u'ENTSOE': [u'11WD7BEEC5XRUKWN']};OilOther
Saica;Natural Gas;NaN;PP;Spain;49,308;0,0;1996,0;1996,0;41,670358;-0,8688170000000001;SEDE;{u'OPSD': [u'OEU2706'], u'ENTSOE': [u'18WSAICA-1234-10']};Gas
Spem;Natural Gas;NaN;PP;France;435,0;0,0;2010,0;2010,0;47,30265;-2,14028;RTE;{u'OPSD': [u'OEU107'], u'ENTSOE': [u'17W100P100P0334G']};Gas
