Name;Fueltype;Technology;Set;Country;inst-cap;Duration;YearCommissioned;Retrofit;Latitude;Longitude;File;projectID;Type
Capriati;Hydro;Pumped Storage;Store;Italy;115,0;0,0;1966,0;1966,0;41,5230896;14,1329142;energy_storage_exchange, Terna;{u'OPSD': [u'OEU1116'], u'ESE': [u'ESE213'], u'ENTSOE': [u'26WIMPI-S15CPRTZ'], u'CARMA': [u'CARMA7059']};PumSt
Alto rabagão;Hydro;Pumped Storage;Store;Portugal;68,0;14310,33;1964,0;1964,0;41,737703;-7,853632000000001;energy_storage_exchange, Energias Endogenas de Portugal;{u'GPD': [u'GPD12095'], u'ESE': [u'ESE174'], u'GEO': [u'GEO43547'], u'CARMA': [u'CARMA1208']};PumSt
Thisavros φράγμα θησαυρού;Hydro;Pumped Storage;Store;Greece;384,0;0,0;1996,0;1996,0;41,267032;24,5008777;energy_storage_exchange, Global Reservoir and Dam Database;{u'GPD': [u'GPD8861'], u'ESE': [u'ESE164'], u'GEO': [u'GEO42801'], u'CARMA': [u'CARMA45268']};PumSt
Venda nova;Hydro;Pumped Storage;Store;Portugal;736,0;0,0;1951,0;2016,0;41,692695;-8,027817;energy_storage_exchange, Energias Endogenas de Portugal;{u'GPD': [u'GPD12522'], u'ESE': [u'ESE155'], u'GEO': [u'GEO43565'], u'CARMA': [u'CARMA13935']};PumSt
Dimitrios;Lignite;Steam Turbine;PP;Greece;1456,0;0,0;;;37,935693900000004;23,7294558;Geological Society of Greece;{u'GPD': [u'GPD8790'], u'GEO': [u'GEO42762'], u'ENTSOE': [u'29WAISAGDIMI-IIL', u'29WAISAGDIMI-I-M', u'29WAISAGDIMIIIIJ', u'29WAISAGDIMI-IVW', u'29WAISAGDIMI-V-K'], u'CARMA': [u'CARMA398']};Lignite
Asnaesvaerket;Hard Coal;Steam Turbine;PP;Denmark;787,0;0,0;;;55,6606658;11,0845619;ENTSOE;{u'GPD': [u'GPD5417'], u'GEO': [u'GEO44218'], u'ENTSOE': [u'45V000000000011E'], u'CARMA': [u'CARMA2336']};Coal
Gaudalami;Hydro;Pumped Storage;Store;Italy;80,0;0,0;1960,0;1960,0;37,9937488;13,288291500000001;energy_storage_exchange, ENTSOE;{u'GPD': [u'GPD10240'], u'ESE': [u'ESE216'], u'ENTSOE': [u'26WIMPI-S19GCDLR'], u'CARMA': [u'CARMA16116']};PumSt
Zolling;Hard Coal;Steam Turbine;CHP;Germany;472,0;0,0;1986,0;2011,0;48,455353;11,799456;;{u'GEO': [u'GEO44462'], u'ENTSOE': [u'11WD2ZOLL0002880'], u'CARMA': [u'CARMA51056'], u'OPSD': [u'BNA1093']};Coal
Palos frontera;Natural Gas;CCGT;PP;Spain;1167,0;0,0;2004,0;2005,0;37,183318;-6,886317999999998;SEDE;{u'GEO': [u'GEO43799'], u'ENTSOE': [u'18WPALOS3-123-0J', u'18WPALOS1-123-0Z', u'18WPALOS2-123-0R'], u'CARMA': [u'CARMA33488'], u'OPSD': [u'OEU5084', u'OEU5076', u'OEU5082']};Gas
Robla;Hard Coal;Steam Turbine;PP;Spain;619,06;0,0;1971,0;2009,0;42,792627;-5,635153;SEDE;{u'GEO': [u'GEO43835'], u'ENTSOE': [u'18WROB1-12345-0L', u'18WROB2-12345-0B'], u'CARMA': [u'CARMA23877'], u'OPSD': [u'OEU5031', u'OEU5032']};Coal
Schkopau;Lignite;Steam Turbine;PP;Germany;900,0;0,0;1996,0;1996,0;51,39845463;11,9504201;;{u'GEO': [u'GEO43186'], u'ENTSOE': [u'11WD8SCHK1L----O'], u'CARMA': [u'CARMA40111'], u'OPSD': [u'BNA0879', u'BNA0878']};Lignite
Clauscentrale;Natural Gas;CCGT;PP;Netherlands;1570,0;0,0;;;51,15409;5,90803;Tennet_Q3;{u'GEO': [u'GEO2694', u'GEO44533'], u'ENTSOE': [u'49W000000000069K'], u'CARMA': [u'CARMA8816'], u'OPSD': [u'OEU27', u'OEU28', u'OEU29', u'OEU30']};Gas
Pont sur sambre;Natural Gas;CCGT;PP;France;412,0;0,0;2009,0;2009,0;50,22915;3,86807;RTE;{u'GEO': [u'GEO4844'], u'ENTSOE': [u'17W100P100P0341J'], u'CARMA': [u'CARMA35210'], u'OPSD': [u'OEU106']};Gas
Salmisaari;Hard Coal;Steam Turbine;PP;Finland;163,0;0,0;;;60,164649;24,904001;EnergyAuthority;{u'GEO': [u'GEO44259'], u'ENTSOE': [u'44W-T-YT-000008C'], u'CARMA': [u'CARMA38894'], u'OPSD': [u'OEU1375']};Coal
Ccc sagunto;Natural Gas;CCGT;PP;Spain;1232,19;0,0;2007,0;2007,0;39,642475;-0,233208;SEDE;{u'GEO': [u'GEO43374'], u'ENTSOE': [u'18WSAGU2-123--0A', u'18WSAGU1-123--0J', u'18WSAGU3-123--01'], u'CARMA': [u'CARMA38594'], u'OPSD': [u'OEU5100', u'OEU5102', u'OEU5103']};Gas
Ctcc sabon;Natural Gas;CCGT;PP;Spain;391,31;0,0;2008,0;2008,0;43,329639;-8,501986;SEDE;{u'GEO': [u'GEO43380'], u'ENTSOE': [u'18WSBO3-12345-01'], u'CARMA': [u'CARMA38476'], u'OPSD': [u'OEU5105']};Gas
Rya kraftvärmeverk göteborg;Natural Gas;CCGT;PP;Sweden;260,0;0,0;;;57,69283100000001;11,890257;Nordpool;{u'GEO': [u'GEO42884'], u'ENTSOE': [u'46WPU0000000062N'], u'CARMA': [u'CARMA38347'], u'OPSD': [u'OEU5482']};Gas
Kng rostock;Hard Coal;Steam Turbine;PP;Germany;514,0;0,0;1994,0;1994,0;54,14282177;12,13287489;;{u'GEO': [u'GEO44473'], u'ENTSOE': [u'11WD8ROST1C---P5'], u'CARMA': [u'CARMA38027'], u'OPSD': [u'BNA0849']};Coal
Roque;Natural Gas;CCGT;PP;Spain;791,6800000000002;0,0;2002,0;2002,0;36,195639;-5,413628;SEDE;{u'GEO': [u'GEO43843', u'GEO43759'], u'ENTSOE': [u'18WSROQ2-1234-0Y', u'18WSROQ1-1234-06'], u'CARMA': [u'CARMA39357'], u'OPSD': [u'OEU5041', u'OEU5040']};Gas
Roncovalgrande;Hydro;Pumped Storage;PP;Italy;1000,0;0,0;1973,0;1973,0;46,067588;8,731877;Terna;{u'GEO': [u'GEO45431'], u'ENTSOE': [u'26WIMPI-S03RNCVS'], u'CARMA': [u'CARMA37903'], u'OPSD': [u'OEU1048']};PumSt
Roc;Natural Gas;NaN;PP;Netherlands;266,0;0,0;;;51,95368;4,561583333333334;Tennet_Q1;{u'GEO': [u'GEO44529'], u'ENTSOE': [u'49W0000000001047'], u'CARMA': [u'CARMA37688'], u'OPSD': [u'OEU65', u'OEU64', u'OEU23']};Gas
Ringhals;Nuclear;Steam Turbine;PP;Sweden;3730,0;0,0;;;57,258987;12,110433;Nordpool;{u'GEO': [u'GEO5093'], u'ENTSOE': [u'46WPU00000000105', u'46WPU00000000113', u'46WPU0000000014Y', u'46WPU00000000121'], u'CARMA': [u'CARMA37374'], u'OPSD': [u'OEU5480', u'OEU5478', u'OEU5479', u'OEU5477']};Nuclear
Rijnmond;Natural Gas;CCGT;PP;Netherlands;1245,0;0,0;;;51,89326;4,34721;Tennet_Q4;{u'GEO': [u'GEO44497'], u'ENTSOE': [u'49W000000000056T'], u'CARMA': [u'CARMA37336'], u'OPSD': [u'OEU66', u'OEU67']};Gas
Reuter west;Hard Coal;Steam Turbine;CHP;Germany;688,0;0,0;1969,0;1988,0;52,53410728;13,243787506666667;;{u'GEO': [u'GEO44463'], u'ENTSOE': [u'11WD8REUW1C----4'], u'CARMA': [u'CARMA37138'], u'OPSD': [u'BNA0082', u'BNA0087', u'BNA0086']};Coal
Rheinhafen dampfkraftwerk;Hard Coal;Steam Turbine;PP;Germany;1351,0;0,0;1985,0;2014,0;49,0125;8,302778;;{u'GEO': [u'GEO44470'], u'ENTSOE': [u'11WD4DAXLA-S---T'], u'CARMA': [u'CARMA21331', u'CARMA36849'], u'OPSD': [u'BNA0518b', u'BNA0518a']};Coal
Ctcc plana vent;Natural Gas;Pv;PP;Spain;819,03;0,0;2007,0;2007,0;40,959398;0,8696360000000001;SEDE;{u'GEO': [u'GEO43763'], u'ENTSOE': [u'18WPVENT2--12342', u'18WPVENT1--1234A'], u'CARMA': [u'CARMA34863'], u'OPSD': [u'OEU5099', u'OEU5101']};Gas
Penly;Nuclear;Steam Turbine;PP;France;2660,0;0,0;;;49,97599;1,21025;RTE;{u'GEO': [u'GEO4746'], u'ENTSOE': [u'17W100P100P0226J', u'17W100P100P0225L'], u'CARMA': [u'CARMA34150'], u'OPSD': [u'OEU212', u'OEU213']};Nuclear
Paluel;Nuclear;Steam Turbine;PP;France;5320,0;0,0;;;49,85838;0,63449;RTE;{u'GEO': [u'GEO4689'], u'ENTSOE': [u'17W100P100P0224N', u'17W100P100P0222R', u'17W100P100P0223P', u'17W100P100P0221T'], u'CARMA': [u'CARMA33498'], u'OPSD': [u'OEU208', u'OEU210', u'OEU209', u'OEU211']};Nuclear
Scholven;Hard Coal;Steam Turbine;PP;Germany;690,0;0,0;1968,0;1969,0;51,60236802;7,009894096;;{u'GEO': [u'GEO40883'], u'ENTSOE': [u'11WD7SCHO-S--KWW'], u'CARMA': [u'CARMA40153'], u'OPSD': [u'BNA0332', u'BNA0331']};Coal
Schwarze pumpe;Lignite;Steam Turbine;PP;Germany;1500,0;0,0;1997,0;1998,0;51,53482028;14,35312271;;{u'GEO': [u'GEO44459'], u'ENTSOE': [u'11WD8SWPU1L----5'], u'CARMA': [u'CARMA40231'], u'OPSD': [u'BNA0915', u'BNA0914']};Lignite
Wilmersdorf;Oil;Steam Turbine;CHP;Germany;276,0;0,0;1977,0;1977,0;52,48159366;13,30761909;;{u'GEO': [u'GEO44332'], u'ENTSOE': [u'11WD8WILM5O----7'], u'CARMA': [u'CARMA49753'], u'OPSD': [u'BNA0083']};OilOther
Wilhelmshaven;Hard Coal;Steam Turbine;PP;Germany;1488,0;0,0;1976,0;2015,0;53,5722585;8,139465000000001;;{u'GEO': [u'GEO44461'], u'ENTSOE': [u'11WD2WILK000286V', u'11WD2WI1K000303F'], u'CARMA': [u'CARMA49710'], u'OPSD': [u'BNA1674', u'BNA1061']};Coal
Westfalen;Hard Coal;Steam Turbine;PP;Germany;763,7;0,0;2014,0;2014,0;51,680278;7,969722;;{u'GEO': [u'GEO44475', u'GEO44481'], u'ENTSOE': [u'11WD7WEST1S-KW-K'], u'CARMA': [u'CARMA49440'], u'OPSD': [u'BNA0413c']};Coal
Werdohl elverlingsen;Hard Coal;Steam Turbine;PP;Germany;310,0;0,0;1982,0;1982,0;51,276361;7,705667;;{u'GEO': [u'GEO6033'], u'ENTSOE': [u'11WD7GARE5XELKWD'], u'CARMA': [u'CARMA49248'], u'OPSD': [u'BNA1037']};Coal
Weisweiler;Lignite;Steam Turbine;PP;Germany;1961,0;0,0;1965,0;1975,0;50,839167;6,321111;;{u'GEO': [u'GEO44318'], u'ENTSOE': [u'11WD7WEIS-B-KW-C'], u'CARMA': [u'CARMA49187'], u'OPSD': [u'BNA1026', u'BNA1025', u'BNA1027', u'BNA1028']};Lignite
Weiher;Hard Coal;Steam Turbine;PP;Germany;655,6;0,0;1976,0;2006,0;49,33413028;7,031355927999999;;{u'GEO': [u'GEO44327'], u'ENTSOE': [u'11WD7WEIH2S--KWV'], u'CARMA': [u'CARMA49157'], u'OPSD': [u'BNA0820']};Coal
Wedel;Hard Coal;Steam Turbine;CHP;Germany;260,0;0,0;1961,0;1993,0;53,56695702;9,724445343;;{u'GEO': [u'GEO44460'], u'ENTSOE': [u'11WD8WED15C----Q'], u'CARMA': [u'CARMA49123'], u'OPSD': [u'BNA0403', u'BNA0404']};Coal
Walsum;Hard Coal;Steam Turbine;CHP;Germany;1095,0;0,0;1988,0;2013,0;51,52672000000001;6,71868;;{u'GEO': [u'GEO44328'], u'ENTSOE': [u'11WD7WALS1S--KW0'], u'CARMA': [u'CARMA48832'], u'OPSD': [u'BNA0216a', u'BNA0216b']};Coal
Vuosaari;Natural Gas;CCGT;PP;Finland;648,0;0,0;;;60,220315;25,169658;EnergyAuthority;{u'GEO': [u'GEO44252'], u'ENTSOE': [u'44W-T-YT-000013J'], u'CARMA': [u'CARMA48628'], u'OPSD': [u'OEU1442', u'OEU1441']};Gas
Vaskiluoto;Hard Coal;Steam Turbine;PP;Finland;230,0;0,0;;;63,090473;21,555412;EnergyAuthority;{u'GEO': [u'GEO44254'], u'ENTSOE': [u'44W-T-YT-000012L'], u'CARMA': [u'CARMA47819'], u'OPSD': [u'OEU1427']};Coal
Trillo;Nuclear;Steam Turbine;PP;Spain;1003,41;0,0;1988,0;1988,0;40,699986;-2,62482;SEDE;{u'GEO': [u'GEO43404'], u'ENTSOE': [u'18WTRL1-12345-0Y'], u'CARMA': [u'CARMA46304'], u'OPSD': [u'OEU4141']};Nuclear
Tricastin;Nuclear;Steam Turbine;PP;France;3660,0;0,0;;;44,32906;4,72605;RTE;{u'GEO': [u'GEO5778'], u'ENTSOE': [u'17W100P100P0234K', u'17W100P100P0232O', u'17W100P100P0233M', u'17W100P100P0231Q'], u'CARMA': [u'CARMA46283'], u'OPSD': [u'OEU218', u'OEU220', u'OEU221', u'OEU219']};Nuclear
Trbovlje;Lignite;Steam Turbine;PP;Slovenia;125,0;0,0;;;46,12678;15,05495;http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-trbovlje;{u'GEO': [u'GEO41124'], u'ENTSOE': [u'28W-G-0000000797'], u'CARMA': [u'CARMA46191'], u'OPSD': [u'OEU5668']};Lignite
Timelkam;Natural Gas;CCGT;PP;Austria;400,0;0,0;2008,0;2008,0;48,01256;13,59161;https://www.energieag.at/Themen/Energie-fuer-Sie/Kraftwerke/Thermische-Kraftwerke/;{u'GEO': [u'GEO45177'], u'ENTSOE': [u'14WENERGIE--WT02'], u'CARMA': [u'CARMA45470'], u'OPSD': [u'OEU5689']};Gas
Swentibold;Natural Gas;NaN;PP;Netherlands;225,0;0,0;;;50,97971;5,80891;Tennet_Q4;{u'GEO': [u'GEO44516'], u'ENTSOE': [u'49W000000000061-'], u'CARMA': [u'CARMA44001'], u'OPSD': [u'OEU24']};Gas
Ctcc soto ribera;Natural Gas;CCGT;PP;Spain;426,04;0,0;2008,0;2008,0;43,316242;-5,876937;SEDE;{u'GEO': [u'GEO43675'], u'ENTSOE': [u'18WSRI5-123456-L'], u'CARMA': [u'CARMA42451'], u'OPSD': [u'OEU5111']};Gas
Šoštanj;Lignite;Steam Turbine;PP;Slovenia;695,0;0,0;;;46,37305;15,05384;http://www.hse.si/en/group-hse/companies-in-slovenia/termoelektrarna-sostanj;{u'GEO': [u'GEO41125'], u'ENTSOE': [u'28W-G-000000080M'], u'CARMA': [u'CARMA42445'], u'OPSD': [u'OEU5662', u'OEU5664', u'OEU5663']};Lignite
Cofrentes;Nuclear;Steam Turbine;PP;Spain;1063,94;0,0;1985,0;1985,0;39,214969;-1,052563;SEDE;{u'GEO': [u'GEO2715'], u'ENTSOE': [u'18WCOF1-12345-0O'], u'CARMA': [u'CARMA8985'], u'OPSD': [u'OEU4554']};Nuclear
Civaux;Nuclear;Steam Turbine;PP;France;2990,0;0,0;;;46,45614000000001;0,6524;RTE;{u'GEO': [u'GEO2687'], u'ENTSOE': [u'17W100P100P01970', u'17W100P100P0198Z'], u'CARMA': [u'CARMA8758'], u'OPSD': [u'OEU185', u'OEU184']};Nuclear
Torrejon;Hydro;Pumped Storage;Store;Spain;132,0;0,0;1966,0;1967,0;40,1989768;-3,8016321000000004;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13726'], u'ESE': [u'ESE208'], u'OPSD': [u'OEU4499', u'OEU4498', u'OEU4497', u'OEU4500'], u'CARMA': [u'CARMA45952']};PumSt
Puente bibey;Hydro;Pumped Storage;Store;Spain;315,0;0,0;1964,0;1966,0;42,310337;-7,2346105;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13669'], u'ESE': [u'ESE206'], u'OPSD': [u'OEU4419', u'OEU4420', u'OEU4418', u'OEU4417', u'OEU4421'], u'CARMA': [u'CARMA35929']};PumSt
Chooz;Nuclear;Steam Turbine;PP;France;3000,0;0,0;;;50,09136;4,79242;RTE;{u'GEO': [u'GEO2670'], u'ENTSOE': [u'17W100P100P01962', u'17W100P100P01954'], u'CARMA': [u'CARMA8542'], u'OPSD': [u'OEU183', u'OEU182']};Nuclear
Drax coal units;Hard Coal;Steam Turbine;PP;United Kingdom;1980,0;0,0;1974,0;1974,0;53,73648000000001;-0,996463;Department for Business Energy & Industrial Strategy, GOV;{u'GPD': [u'GPD15291', u'GPD15289', u'GPD15290'], u'OPSD': [u'OEU5149'], u'GEO': [u'GEO2975'], u'CARMA': [u'CARMA11290']};Coal
Soto ribera;Hard Coal;Steam Turbine;PP;Spain;346,25;0,0;1984,0;1984,0;43,313101;-5,875677;Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13708'], u'GEO': [u'GEO43674'], u'ENTSOE': [u'18WSRI2-12345-0X', u'18WSRI3-12345-0N'], u'OPSD': [u'OEU4140']};Coal
Bełchatów;Lignite;Steam Turbine;PP;Poland;5472,0;0,0;1997,0;1997,0;51,26719000000002;19,317650000000008;ENTSOE, GPI;{u'GPD': [u'GPD12022'], u'GEO': [u'GEO40631', u'GEO40629'], u'ENTSOE': [u'19W000000000016F'], u'OPSD': [u'OEU227', u'OEU228', u'OEU236', u'OEU239', u'OEU238', u'OEU237', u'OEU235', u'OEU234', u'OEU233', u'OEU232', u'OEU231', u'OEU230', u'OEU229']};Lignite
Moralets llauset lleida huesca;Hydro;Pumped Storage;Store;Spain;219,1;0,0;1985,0;1985,0;42,580864;0,6945140000000001;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13336'], u'ESE': [u'ESE204'], u'OPSD': [u'OEU4808', u'OEU4809', u'OEU4810'], u'CARMA': [u'CARMA29341']};PumSt
Gabriel galan;Hydro;Pumped Storage;Store;Spain;111,0;0,0;1982,0;1982,0;40,195346;-6,16329;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13264'], u'ESE': [u'ESE199'], u'OPSD': [u'OEU4244'], u'CARMA': [u'CARMA14428']};PumSt
Estany gento sallente;Hydro;Pumped Storage;Store;Spain;468,0;0,0;1985,0;2012,0;42,510417100000005;1,0029834;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13711'], u'ESE': [u'ESE77'], u'OPSD': [u'OEU4707', u'OEU4710', u'OEU4708', u'OEU4709', u'OEU2133'], u'CARMA': [u'CARMA12815']};PumSt
Conso;Hydro;Pumped Storage;Store;Spain;228,0;0,0;1975,0;1976,0;42,1429146;-7,286867999999999;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13214'], u'ESE': [u'ESE198'], u'OPSD': [u'OEU4212', u'OEU4213', u'OEU4211'], u'CARMA': [u'CARMA9250']};PumSt
Lünerseewerk;Hydro;Pumped Storage;Store;Austria;232,0;0,0;1957,0;1958,0;47,0531826;9,7529724;energy_storage_exchange, Vorarlberger Illwerke AG;{u'GPD': [u'GPD778'], u'ESE': [u'ESE150'], u'OPSD': [u'BNA0954'], u'CARMA': [u'CARMA26215']};PumSt
Limberg;Hydro;Pumped Storage;Store;Austria;480,0;0,0;1956,0;2011,0;47,159299100000005;12,712570699999999;energy_storage_exchange, https://www.verbund.com/de-at/ueber-verbund/kraftwerke/unsere-kraftwerke;{u'GEO': [u'GEO45051', u'GEO45533'], u'ESE': [u'ESE66'], u'ENTSOE': [u'14W-TKP-KW-----I'], u'OPSD': [u'OEU5741', u'OEU5755']};PumSt
Tajo encantada málaga;Hydro;Pumped Storage;Store;Spain;360,0;0,0;1977,0;1977,0;36,90817;-4,763344;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13712'], u'ESE': [u'ESE166'], u'OPSD': [u'OEU4634', u'OEU4633', u'OEU4636', u'OEU4635'], u'CARMA': [u'CARMA44255']};PumSt
Valdencanas;Hydro;Pumped Storage;Store;Spain;225,0;0,0;1964,0;1964,0;40,2268415;-2,3337187000000004;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13732'], u'ESE': [u'ESE210'], u'OPSD': [u'OEU4510', u'OEU4511', u'OEU4512'], u'CARMA': [u'CARMA47553']};PumSt
Čierny váh;Hydro;Pumped Storage;Store;Slovakia;735,16;0,0;1981,0;2002,0;49,011138;19,9273911;energy_storage_exchange, SEAS;{u'GEO': [u'GEO42635'], u'ESE': [u'ESE68'], u'ENTSOE': [u'24WV--HCV------O'], u'OPSD': [u'OEU5504', u'OEU5506', u'OEU5507', u'OEU5503', u'OEU5502', u'OEU5505', u'OEU5508']};PumSt
Gkm;Hard Coal;Steam Turbine;CHP;Germany;1958,0;0,0;1982,0;2015,0;49,445694;8,490444;Open Power System Data;{u'GPD': [u'GPD8049'], u'OPSD': [u'BNA0646a', u'BNA0646b', u'BNA0644', u'BNA0645'], u'ENTSOE': [u'11WD4GKM-2CD7--7'], u'CARMA': [u'CARMA15201']};Coal
Emile huchet;Natural Gas;NaN;PP;France;826,0;0,0;2010,0;2010,0;49,15412;6,7047;RTE Transmission Operator, RTE;{u'GPD': [u'GPD6296'], u'OPSD': [u'OEU100', u'OEU101'], u'ENTSOE': [u'17W100P100P0344D', u'17W100P100P0345B'], u'CARMA': [u'CARMA12408']};Gas
Duge;Hydro;Pumped Storage;Store;Norway;200,0;0,0;;;59,13193100000001;6,8974199999999986;ENTSOE, Nordpool;{u'GPD': [u'GPD11552'], u'OPSD': [u'OEU5376', u'OEU5375'], u'ENTSOE': [u'50WP00000000119A'], u'CARMA': [u'CARMA11417']};PumSt
Liptovská mara;Hydro;Pumped Storage;Store;Slovakia;198,0;0,0;1975,0;1976,0;49,09861110000001;19,4888889;energy_storage_exchange, SEAS;{u'GEO': [u'GEO42636'], u'ESE': [u'ESE70'], u'ENTSOE': [u'24WV--HLM------F'], u'OPSD': [u'OEU5539', u'OEU5540', u'OEU5542', u'OEU5541']};PumSt
Cardos valley complex montamara;Hydro;Pumped Storage;Store;Spain;90,0;0,0;1971,0;1974,0;42,644804;1,2569148;energy_storage_exchange, Red Eléctrica de España, SEDE;{u'GPD': [u'GPD13332'], u'ESE': [u'ESE413'], u'OPSD': [u'OEU4805', u'OEU4806'], u'CARMA': [u'CARMA29139']};PumSt
Aldeadávila;Hydro;Pumped Storage;Store;Spain;1139,0;0,0;1962,0;1986,0;40,93702879999999;-5,6662927000000005;energy_storage_exchange, SEDE;{u'OPSD': [u'OEU4190', u'OEU4191', u'OEU4192', u'OEU4256', u'OEU4255', u'OEU4257', u'OEU4258', u'OEU4193'], u'ESE': [u'ESE157'], u'GEO': [u'GEO43823'], u'CARMA': [u'CARMA884']};PumSt
Anllares;Hard Coal;Steam Turbine;PP;Spain;346,84;0,0;1982,0;1982,0;42,838256;-6,525049;SEDE;{u'GEO': [u'GEO43677'], u'ENTSOE': [u'18WALL1-12345-0K'], u'CARMA': [u'CARMA1622'], u'OPSD': [u'OEU4573']};Coal
Besos;Natural Gas;CCGT;PP;Spain;1670,81;0,0;2002,0;2010,0;41,41846500000001;2,228594;SEDE;{u'GEO': [u'GEO43818', u'GEO43841', u'GEO43770'], u'ENTSOE': [u'18WBES3-12345-0V', u'18WBES5-123456-T', u'18WBES4-12345-0L'], u'CARMA': [u'CARMA4240', u'CARMA4242', u'CARMA4241'], u'OPSD': [u'OEU5049', u'OEU5043', u'OEU5115']};Gas
Mitte;Natural Gas;CCGT;CHP;Germany;444,0;0,0;1996,0;1996,0;52,51172353;13,4209156;;{u'GEO': [u'GEO44304'], u'ENTSOE': [u'11WD8MITT5G----0'], u'CARMA': [u'CARMA4170', u'CARMA28756'], u'OPSD': [u'BNA0073']};Gas
Bergkamen;Hard Coal;Steam Turbine;PP;Germany;717,0;0,0;1981,0;1981,0;51,63702;7,6191;;{u'GEO': [u'GEO44212'], u'ENTSOE': [u'11WD7BERG1S--KWB'], u'CARMA': [u'CARMA4133', u'CARMA4135'], u'OPSD': [u'BNA0067']};Coal
Belleville;Nuclear;Steam Turbine;PP;France;2620,0;0,0;;;47,50879000000001;2,87574;RTE;{u'GEO': [u'GEO2300'], u'ENTSOE': [u'17W100P100P01857', u'17W100P100P01865'], u'CARMA': [u'CARMA3945'], u'OPSD': [u'OEU164', u'OEU165']};Nuclear
Barrios;Hard Coal;Steam Turbine;PP;Spain;570,05;0,0;1985,0;1985,0;36,182641;-5,4189669999999985;SEDE;{u'GEO': [u'GEO43679'], u'ENTSOE': [u'18WBRR1-12345-0H'], u'CARMA': [u'CARMA25833'], u'OPSD': [u'OEU4781']};Coal
Asco;Nuclear;Steam Turbine;PP;Spain;1987,5;0,0;1983,0;1985,0;41,202217;0,571561;SEDE;{u'GEO': [u'GEO2175'], u'ENTSOE': [u'18WASC1-12345-0Z', u'18WASC2-12345-0P'], u'CARMA': [u'CARMA2252'], u'OPSD': [u'OEU4584', u'OEU4585']};Nuclear
Arrubal;Natural Gas;CCGT;PP;Spain;784,7;0,0;2005,0;2005,0;42,418942;-2,2501450000000003;SEDE;{u'GEO': [u'GEO43801'], u'ENTSOE': [u'18WARRU2-1234-0A', u'18WARRU1-1234-0J'], u'CARMA': [u'CARMA2132'], u'OPSD': [u'OEU5078', u'OEU5079']};Gas
Arcos frontera;Natural Gas;CCGT;PP;Spain;1588,389;0,0;2005,0;2009,0;36,673002;-5,816132;SEDE;{u'GEO': [u'GEO43795'], u'ENTSOE': [u'18WARCOS1-123-0E', u'18WARCOS3-123-0Z', u'18WARCOS2-123-06'], u'CARMA': [u'CARMA1942'], u'OPSD': [u'OEU2364', u'OEU3816', u'OEU5088', u'OEU5075', u'OEU5081']};Gas
Korneuburg;Natural Gas;CCGT;PP;Austria;150,0;0,0;1958,0;1958,0;48,33263;16,33981;https://www.evn.at/EVN-Group/Energie-Zukunft/Energie-aus-Niederosterreich/Gas-und-Kohle.aspx;{u'GEO': [u'GEO45713'], u'ENTSOE': [u'14W-KW-KO2-EVN-5'], u'CARMA': [u'CARMA1775', u'CARMA22841'], u'OPSD': [u'OEU5688']};Gas
Bexbach;Hard Coal;Steam Turbine;PP;Germany;726,0;0,0;1983,0;1983,0;49,363481;7,237136;;{u'GEO': [u'GEO44325'], u'ENTSOE': [u'11WD7MITB1C----N'], u'CARMA': [u'CARMA4305'], u'OPSD': [u'BNA0093']};Coal
Beznau;Nuclear;Steam Turbine;PP;Switzerland;760,0;0,0;1969,0;1971,0;47,55198;8,22825;Schweizerische Eidgenossenschaft;{u'GEO': [u'GEO2329'], u'ENTSOE': [u'12W-0000000017-E'], u'CARMA': [u'CARMA4311'], u'OPSD': [u'OEU1016', u'OEU1017']};Nuclear
Blayais;Nuclear;Steam Turbine;PP;France;3640,0;0,0;;;45,25742;-0,69065;RTE;{u'GEO': [u'GEO2366'], u'ENTSOE': [u'17W100P100P01784', u'17W100P100P01792', u'17W100P100P0180H', u'17W100P100P01776'], u'CARMA': [u'CARMA4899'], u'OPSD': [u'OEU168', u'OEU166', u'OEU167', u'OEU169']};Nuclear
Campo gibraltar;Natural Gas;CCGT;PP;Spain;780,6600000000002;0,0;2004,0;2004,0;36,183459;-5,392914;SEDE;{u'GEO': [u'GEO43796'], u'ENTSOE': [u'18WCAMGI20--1-0D', u'18WCAMGI10-12-07'], u'CARMA': [u'CARMA6851'], u'OPSD': [u'OEU5072', u'OEU5073']};Gas
