Country;Duration;File;Fueltype;Latitude;Longitude;Name;Prob;Retrofit;Set;Technology;Type;YearCommissioned;inst-cap;projectID;Year;year_mu;year_stdev
;;;;48,729166666666664;11,5375;WindOn_4102;0,999020406281152;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;47,925;11,720833333333333;WindOn_4103;0,999025111246243;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;49,15;11,654166666666667;WindOn_4104;0,99902537099281;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,1;11,0125;WindOn_4105;0,999026042016379;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;49,18333333333333;9,6375;WindOn_4106;0,999029232939904;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;47,85;10,695833333333333;WindOn_4107;0,999029857662874;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;49,0125;12,095833333333333;WindOn_4108;0,999035144387803;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,525;11,383333333333333;WindOn_4109;0,999036544434361;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,62916666666667;9,566666666666666;WindOn_4110;0,999040061304703;;;WindOn;WindOn;;10,0;;1999,0;2006,0;3,0
;;;;48,7125;13,783333333333333;WindOn_4111;0,999040217360669;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,13333333333333;9,820833333333333;WindOn_4112;0,999041661544586;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;49,204166666666666;11,595833333333333;WindOn_4113;0,999044084088529;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,40416666666667;9,991666666666667;WindOn_4114;0,999047605500886;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;47,94583333333333;10,520833333333334;WindOn_4115;0,999048805936263;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,7;12,858333333333334;WindOn_4116;0,999056573364227;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;47,733333333333334;10,608333333333334;WindOn_4117;0,999062392671532;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,791666666666664;12,008333333333333;WindOn_4118;0,999063922810357;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,53333333333333;12,720833333333333;WindOn_4119;0,99907184177512;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;49,0125;12,4875;WindOn_4120;0,99907243921698;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;49,0375;12,95;WindOn_4121;0,999074536729725;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,675;9,925;WindOn_4122;0,999074622658936;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;48,9625;9,529166666666667;WindOn_4123;0,999074638097677;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,525;12,116666666666667;WindOn_4124;0,999075628263297;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,3125;11,775;WindOn_4125;0,999076491046253;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,99166666666667;9,504166666666666;WindOn_4126;0,999085472160214;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,84583333333333;10,091666666666667;WindOn_4127;0,999087593556551;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;47,579166666666666;12,854166666666666;WindOn_4128;0,999088753674134;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,354166666666664;11,941666666666666;WindOn_4129;0,999088820527213;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,77916666666667;11,991666666666667;WindOn_4130;0,999089142071636;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,708333333333336;12,0625;WindOn_4131;0,999089607621884;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;49,18333333333333;10,766666666666666;WindOn_4132;0,99909897287423;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,40416666666667;9,8;WindOn_4133;0,999100295714731;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,45;9,470833333333333;WindOn_4134;0,999100628037031;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;49,175;11,583333333333334;WindOn_4135;0,999105479189531;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,5625;12,383333333333333;WindOn_4136;0,999105928156403;;;WindOn;WindOn;;10,0;;1998,0;2006,0;3,0
;;;;48,21666666666667;9,6875;WindOn_4137;0,999108453783503;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,8875;11,575;WindOn_4138;0,999108670128909;;;WindOn;WindOn;;10,0;;1999,0;2006,0;3,0
;;;;48,86666666666667;12,3625;WindOn_4139;0,99911020569232;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,18333333333333;12,375;WindOn_4140;0,99911220777217;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,78333333333333;9,9375;WindOn_4141;0,999117941357867;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,56666666666666;10,095833333333333;WindOn_4142;0,999120511963043;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,80833333333333;12,633333333333333;WindOn_4143;0,999122894142712;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,56666666666666;12,179166666666667;WindOn_4144;0,9991271004965;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,208333333333336;12,216666666666667;WindOn_4145;0,999131749507576;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;49,03333333333333;11,4;WindOn_4146;0,999134526080268;;;WindOn;WindOn;;10,0;;1999,0;2006,0;3,0
;;;;48,920833333333334;12,108333333333334;WindOn_4147;0,999136032100166;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,75416666666666;13,391666666666666;WindOn_4148;0,999137942231126;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,25;12,3;WindOn_4149;0,999139823547224;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,608333333333334;13,341666666666667;WindOn_4150;0,999148949556549;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,67916666666667;13,1;WindOn_4151;0,999151467845529;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,87083333333333;11,8;WindOn_4152;0,999152678173898;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;49,18333333333333;12,129166666666666;WindOn_4153;0,999155895516784;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,19166666666667;11,533333333333333;WindOn_4154;0,999162254890574;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,11666666666667;9,479166666666666;WindOn_4155;0,999164718226508;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,833333333333336;12,470833333333333;WindOn_4156;0,999165022279585;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;49,104166666666664;10,516666666666666;WindOn_4157;0,99916540081754;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,65416666666667;12,4125;WindOn_4158;0,999167514153962;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;47,78333333333333;11,616666666666667;WindOn_4159;0,999170560786967;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;49,233333333333334;10,641666666666666;WindOn_4160;0,99917635726804;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,125;9,591666666666667;WindOn_4161;0,999180458600713;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,78333333333333;10,370833333333334;WindOn_4162;0,999180792255236;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,333333333333336;11,066666666666666;WindOn_4163;0,999181628821505;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;47,84166666666667;12,029166666666667;WindOn_4164;0,999185720971928;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;49,15416666666667;10,5625;WindOn_4165;0,999192665659552;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,30416666666667;11,504166666666666;WindOn_4166;0,999204620109838;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,15;10,120833333333334;WindOn_4167;0,999205343337387;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,641666666666666;9,729166666666666;WindOn_4168;0,999206068415496;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,6125;11,5875;WindOn_4169;0,999208656992081;;;WindOn;WindOn;;10,0;;2000,0;2006,0;3,0
;;;;48,3375;11,820833333333333;WindOn_4170;0,999210747768919;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,020833333333336;11,8375;WindOn_4171;0,999215209138331;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,641666666666666;9,575;WindOn_4172;0,999217056986261;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,895833333333336;12,583333333333334;WindOn_4173;0,999219653473138;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,9375;12,25;WindOn_4174;0,999224836132951;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,47083333333333;9,933333333333334;WindOn_4175;0,999225787059502;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,3375;10,404166666666667;WindOn_4176;0,999227569901547;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,395833333333336;10,604166666666666;WindOn_4177;0,999230450611418;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;47,47083333333333;11,354166666666666;WindOn_4178;0,999236760011855;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,858333333333334;12,225;WindOn_4179;0,99923725778069;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,525;9,958333333333334;WindOn_4180;0,999240789795079;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;47,5625;11,216666666666667;WindOn_4181;0,999243650473283;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;47,925;12,070833333333333;WindOn_4182;0,999244903532854;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,583333333333336;11,029166666666667;WindOn_4183;0,999246113943007;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,62916666666666;10,9375;WindOn_4184;0,999247620961501;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;49,1125;10,854166666666666;WindOn_4185;0,999258058283454;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;47,791666666666664;11,458333333333334;WindOn_4186;0,999258228731062;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;48,36666666666667;9,616666666666667;WindOn_4187;0,999258492305852;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,63333333333333;12,954166666666666;WindOn_4188;0,99926247103236;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;47,8625;12,191666666666666;WindOn_4189;0,999271010056812;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;47,82083333333333;10,108333333333333;WindOn_4190;0,999277049292785;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,30833333333333;11,275;WindOn_4191;0,999286488562006;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,50833333333333;11,6625;WindOn_4192;0,999287352371904;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,15;11,020833333333334;WindOn_4193;0,999290988122983;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;47,42916666666667;10,279166666666667;WindOn_4194;0,999292772578294;;;WindOn;WindOn;;10,0;;2000,0;2006,0;3,0
;;;;49,09583333333333;9,6;WindOn_4195;0,999292795729368;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,2;10,733333333333334;WindOn_4196;0,999293790885225;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,233333333333334;12,929166666666667;WindOn_4197;0,999293954019751;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,045833333333334;9,991666666666667;WindOn_4198;0,999298719537984;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,525;11,104166666666666;WindOn_4199;0,999298759763245;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,80416666666667;12,475;WindOn_4200;0,999300790018876;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,829166666666666;9,375;WindOn_4201;0,999303284626137;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;47,65833333333333;11,116666666666667;WindOn_4202;0,999308732105576;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,53333333333333;13,029166666666667;WindOn_4203;0,999314538738062;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,333333333333336;10,270833333333334;WindOn_4204;0,99931953750498;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;48,895833333333336;10,55;WindOn_4205;0,999321286956968;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;48,645833333333336;13,4875;WindOn_4206;0,999327432983768;;;WindOn;WindOn;;10,0;;2012,0;2006,0;3,0
;;;;48,25416666666666;11,4625;WindOn_4207;0,999328247066055;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,65833333333333;9,754166666666666;WindOn_4208;0,999331567997307;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,07083333333333;9,629166666666666;WindOn_4209;0,999331873018349;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;47,59583333333333;9,795833333333333;WindOn_4210;0,999334815042808;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,875;11,141666666666666;WindOn_4211;0,999334857145721;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,675;10,616666666666667;WindOn_4212;0,999335057482672;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;47,9625;9,783333333333333;WindOn_4213;0,999345859256365;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,604166666666664;11,6875;WindOn_4214;0,999350169990181;;;WindOn;WindOn;;10,0;;1999,0;2006,0;3,0
;;;;47,75416666666667;12,395833333333334;WindOn_4215;0,999352956332122;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,07083333333333;12,683333333333334;WindOn_4216;0,999353239910483;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,81666666666666;10,520833333333334;WindOn_4217;0,999354223062624;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,583333333333336;12,225;WindOn_4218;0,999357522266357;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;49,225;11,970833333333333;WindOn_4219;0,999363874091876;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,579166666666666;10,608333333333334;WindOn_4220;0,999365194774516;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,604166666666664;9,5375;WindOn_4221;0,999370027123155;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,425;11,954166666666666;WindOn_4222;0,999370683046214;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;47,99166666666667;12,316666666666666;WindOn_4223;0,999376804144034;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,1875;10,175;WindOn_4224;0,999378765108044;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,041666666666664;10,25;WindOn_4225;0,999382596404212;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,525;12,5875;WindOn_4226;0,999387004807464;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;47,8125;12,066666666666666;WindOn_4227;0,999387771120999;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;47,975;10,6875;WindOn_4228;0,999390313229754;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,891666666666666;12,204166666666666;WindOn_4229;0,999390930321412;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,44166666666666;11,891666666666666;WindOn_4230;0,999393251577333;;;WindOn;WindOn;;10,0;;2000,0;2006,0;3,0
;;;;49,145833333333336;11,333333333333334;WindOn_4231;0,999402178563734;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,3875;12,6;WindOn_4232;0,999408348469875;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;49,0375;9,5;WindOn_4233;0,999417432070107;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,56666666666666;10,316666666666666;WindOn_4234;0,999418706731672;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,77916666666667;12,633333333333333;WindOn_4235;0,999438152220844;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,75833333333333;13,695833333333333;WindOn_4236;0,999440426662777;;;WindOn;WindOn;;10,0;;2000,0;2006,0;3,0
;;;;47,84166666666667;9,670833333333333;WindOn_4237;0,999440586999815;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;47,87083333333333;12,379166666666666;WindOn_4238;0,999442880112963;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,391666666666666;9,4;WindOn_4239;0,999443803764942;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,84166666666667;11,816666666666666;WindOn_4240;0,999445477275678;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,3375;9,8625;WindOn_4241;0,999449336423415;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;47,92916666666667;11,675;WindOn_4242;0,999456838690083;;;WindOn;WindOn;;10,0;;2000,0;2006,0;3,0
;;;;48,608333333333334;10,654166666666667;WindOn_4243;0,999457337247408;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,725;10,258333333333333;WindOn_4244;0,999457679092229;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,56666666666666;12,504166666666666;WindOn_4245;0,999461383128218;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,62916666666666;9,695833333333333;WindOn_4246;0,99946383509486;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,291666666666664;12,641666666666666;WindOn_4247;0,999468836443405;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,020833333333336;10,5;WindOn_4248;0,999478709362286;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,5;12,616666666666667;WindOn_4249;0,999479810645921;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,3875;10,408333333333333;WindOn_4250;0,999479814552651;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;47,604166666666664;10,616666666666667;WindOn_4251;0,999480273021409;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,5375;12,408333333333333;WindOn_4252;0,99948955527121;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,69583333333333;10,758333333333333;WindOn_4253;0,999490778989553;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,666666666666664;11,9125;WindOn_4254;0,999493070405209;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;47,80416666666667;12,070833333333333;WindOn_4255;0,999494142661839;;;WindOn;WindOn;;10,0;;1997,0;2006,0;3,0
;;;;47,7375;12,395833333333334;WindOn_4256;0,999494144795105;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;48,63333333333333;10,470833333333333;WindOn_4257;0,999497494138074;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;47,72083333333333;10,216666666666667;WindOn_4258;0,999503773241641;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,55833333333333;11,683333333333334;WindOn_4259;0,99951034250078;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;47,78333333333333;9,625;WindOn_4260;0,999510895436523;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,92916666666667;11,316666666666666;WindOn_4261;0,999514920431797;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,233333333333334;12,654166666666667;WindOn_4262;0,999516984010244;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;49,208333333333336;9,895833333333334;WindOn_4263;0,99951912723368;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,233333333333334;9,804166666666667;WindOn_4264;0,999520846979452;;;WindOn;WindOn;;10,0;;2012,0;2006,0;3,0
;;;;47,9125;10,079166666666666;WindOn_4265;0,99952176300832;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,99583333333333;9,75;WindOn_4266;0,999527047596865;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,0125;12,091666666666667;WindOn_4267;0,999527955549172;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,895833333333336;11,0125;WindOn_4268;0,999531882735687;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;49,025;11,483333333333334;WindOn_4269;0,999533728207307;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,15;12,041666666666666;WindOn_4270;0,9995386063431;;;WindOn;WindOn;;10,0;;2012,0;2006,0;3,0
;;;;48,479166666666664;12,0375;WindOn_4271;0,999542431319251;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,954166666666666;12,495833333333334;WindOn_4272;0,999543433851383;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,9625;10,395833333333334;WindOn_4273;0,999545493094169;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,395833333333336;9,629166666666666;WindOn_4274;0,999548523412626;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,9375;12,120833333333334;WindOn_4275;0,999553903101494;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;47,854166666666664;12,654166666666667;WindOn_4276;0,99955834867768;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,583333333333336;9,475;WindOn_4277;0,999558378414516;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,69166666666667;11,0;WindOn_4278;0,999568736360104;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,8;12,716666666666667;WindOn_4279;0,999569977522759;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;49,09583333333333;10,104166666666666;WindOn_4280;0,999575578193073;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,71666666666667;12,879166666666666;WindOn_4281;0,999575720022415;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;47,775;11,445833333333333;WindOn_4282;0,99958380160689;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,5;13,283333333333333;WindOn_4283;0,99958919108906;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;47,704166666666666;12,608333333333334;WindOn_4284;0,999591351600134;;;WindOn;WindOn;;10,0;;2013,0;2006,0;3,0
;;;;49,016666666666666;12,979166666666666;WindOn_4285;0,999592763879337;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,6875;12,1375;WindOn_4286;0,999595801480984;;;WindOn;WindOn;;10,0;;2008,0;2006,0;3,0
;;;;48,25833333333333;12,829166666666666;WindOn_4287;0,999598506910739;;;WindOn;WindOn;;10,0;;2011,0;2006,0;3,0
;;;;48,8875;10,6625;WindOn_4288;0,999598823550868;;;WindOn;WindOn;;10,0;;2013,0;2006,0;3,0
;;;;47,704166666666666;12,995833333333334;WindOn_4289;0,999600064229056;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,275;12,620833333333334;WindOn_4290;0,999602796013903;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,454166666666666;12,008333333333333;WindOn_4291;0,999610538495121;;;WindOn;WindOn;;10,0;;2002,0;2006,0;3,0
;;;;48,9875;13,379166666666666;WindOn_4292;0,99961244271496;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,704166666666666;10,354166666666666;WindOn_4293;0,999613399299447;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,15;12,745833333333334;WindOn_4294;0,999613483432952;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,13333333333333;9,541666666666666;WindOn_4295;0,999614787340983;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;48,7;11,091666666666667;WindOn_4296;0,999622097583616;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,641666666666666;12,958333333333334;WindOn_4297;0,999631690623896;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,87916666666666;12,504166666666666;WindOn_4298;0,999633196276491;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;48,725;10,633333333333333;WindOn_4299;0,999639993494437;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,125;11,5125;WindOn_4300;0,99964113416285;;;WindOn;WindOn;;10,0;;2001,0;2006,0;3,0
;;;;48,75416666666666;11,516666666666666;WindOn_4301;0,999645292534542;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,07083333333333;9,375;WindOn_4302;0,999646121491914;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;48,825;11,55;WindOn_4303;0,999649315065488;;;WindOn;WindOn;;10,0;;2005,0;2006,0;3,0
;;;;47,770833333333336;10,225;WindOn_4304;0,999652995674041;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;47,645833333333336;9,395833333333334;WindOn_4305;0,999657167798527;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;47,729166666666664;9,383333333333333;WindOn_4306;0,99965955565595;;;WindOn;WindOn;;10,0;;2010,0;2006,0;3,0
;;;;48,68333333333333;12,229166666666666;WindOn_4307;0,99966765354714;;;WindOn;WindOn;;10,0;;2004,0;2006,0;3,0
;;;;47,74583333333333;11,045833333333334;WindOn_4308;0,999668767783513;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
;;;;48,13333333333333;12,641666666666666;WindOn_4309;0,999669456087835;;;WindOn;WindOn;;10,0;;2003,0;2006,0;3,0
;;;;48,525;10,245833333333334;WindOn_4310;0,999674230707719;;;WindOn;WindOn;;10,0;;2007,0;2006,0;3,0
;;;;48,641666666666666;12,85;WindOn_4311;0,999675506266247;;;WindOn;WindOn;;10,0;;2006,0;2006,0;3,0
;;;;48,291666666666664;10,270833333333334;WindOn_4312;0,999677623569877;;;WindOn;WindOn;;10,0;;2009,0;2006,0;3,0
