;CL00;CL01;CL02;CL03;CL04;CL05;CL06;CL07
187;748,2423620723355;519,4798550883462;1212,7539715261541;1875,7234302967258;484,01593572131105;1529,151842606848;3076,9119600426;891,1601690649562
188;699,1694266806086;490,78448916556806;1124,5757961704658;1775,50509891534;452,864176597547;1446,8228628977129;2910,118073860601;829,9100381633544
189;666,9340281100298;475,0042404539683;1084,0699952890595;1620,9475473028926;426,55663372860084;1300,4480486116377;2578,795525035806;782,6219117465956
190;587,3338726409226;414,183610062924;967,717389294328;1621,2927762748127;390,5268160841581;1344,1187139142444;2750,318105907304;716,6815595643847
191;599,4469209308972;425,3059785182606;991,150001152222;1474,8679742782701;385,22702264973026;1196,52504101694;2390,6656556504586;711,8125975177384
192;617,9691436326772;441,6394477176251;1020,2666772726352;1375,9577863997904;385,9214872675075;1092,1115669299593;2127,6038840999545;716,4396762913957
193;636,8979866866756;458,5230294161388;1044,3871083920508;1290,8585673285984;387,8547921816661;996,9023736914586;1883,9022970230424;721,0066746270853
194;665,5046349231527;480,58467944485113;1086,579247809775;1225,1630806887763;396,03424482914477;916,4002594989722;1668,8593897526553;737,6349614390936
195;669,5512243203328;483,67173450445733;1093,7428171805705;1208,0642008159587;396,8886160167062;896,3741622031376;1616,899605971842;739,2290232138579
196;707,4234616027255;508,88137117184345;1167,7932163493356;1272,3702015310294;419,29056133613415;947,4610630018875;1714,4986218785366;785,0734974262339
197;738,0567503481182;527,787058401659;1227,8435923809411;1436,8886674028113;445,49173646195544;1105,2151060408635;2072,2824832378933;835,7300625905247
198;866,9832384539916;629,1111919873518;1412,1308161725874;1659,5965473655936;518,5654355430248;1262,42308478985;2331,582288359858;964,8052017909808
199;885,2336392639575;633,7785482179027;1449,551989259919;1832,6036323300468;541,4700876512015;1428,1025133321673;2718,4931247526783;1006,4797661043704
200;972,8393265369119;683,6209906840885;1621,2590267093008;1845,456223706801;585,5108890296958;1406,4612098308826;2621,0853321510785;1101,57947389814
201;1029,4356583520969;719,0889580372361;1749,6716018564207;1798,6082412464175;609,9281710242941;1337,0702113197774;2428,757505081123;1160,6206822011625
